"StateFIPS","State","Year","Value","Data Comment",
"47","Tennessee","2019","6.1","",
"47","Tennessee","2020","6.3","",
"48","Texas","2011","6.7","",
"48","Texas","2012","6.5","",
"48","Texas","2013","6.6","",
"48","Texas","2014","6.3","",
"48","Texas","2015","6.3","",
"48","Texas","2016","6.5","",
"48","Texas","2017","6.1","",
"48","Texas","2018","6.2","",
"48","Texas","2019","6.1","",
"48","Texas","2020","5.9","",
"49","Utah","2011","8.0","",
"49","Utah","2012","6.6","",
"49","Utah","2013","7.0","",
"49","Utah","2014","7.1","",
"49","Utah","2015","7.3","",
"49","Utah","2016","6.2","",
"49","Utah","2017","7.0","",
"49","Utah","2018","7.1","",
"49","Utah","2019","7.0","",
"49","Utah","2020","7.1","",
"50","Vermont","2011","8.0","",
"50","Vermont","2012","6.0","",
"50","Vermont","2013","7.1","",
"50","Vermont","2014","7.7","",
"50","Vermont","2015","5.1","",
"50","Vermont","2016","6.8","",
"50","Vermont","2017","9.6","",
"50","Vermont","2018","6.8","",
"50","Vermont","2019","7.6","",
"50","Vermont","2020","6.6","",
"51","Virginia","2011","5.9","",
"51","Virginia","2012","6.7","",
"51","Virginia","2013","5.9","",
"51","Virginia","2014","6.5","",
"51","Virginia","2015","5.7","",
"51","Virginia","2016","6.2","",
"51","Virginia","2017","6.6","",
"51","Virginia","2018","5.7","",
"51","Virginia","2019","6.3","",
"51","Virginia","2020","5.9","",
"53","Washington","2011","7.4","",
"53","Washington","2012","7.5","",
"53","Washington","2013","7.3","",
"53","Washington","2014","7.7","",
"53","Washington","2015","8.0","",
"53","Washington","2016","6.8","",
"53","Washington","2017","7.1","",
"53","Washington","2018","7.3","",
"53","Washington","2019","7.1","",
"53","Washington","2020","6.9","",
"54","West Virginia","2011","6.3","",
"54","West Virginia","2012","7.0","",
"54","West Virginia","2013","7.2","",
"54","West Virginia","2014","7.6","",
"54","West Virginia","2015","7.6","",
"54","West Virginia","2016","7.4","",
"54","West Virginia","2017","6.5","",
"54","West Virginia","2018","6.9","",
"54","West Virginia","2019","6.7","",
"54","West Virginia","2020","6.7","",
"55","Wisconsin","2011","7.8","",
"55","Wisconsin","2012","6.8","",
"55","Wisconsin","2013","7.3","",
"55","Wisconsin","2014","7.6","",
"55","Wisconsin","2015","6.9","",
"55","Wisconsin","2016","7.0","",
"55","Wisconsin","2017","7.1","",
"55","Wisconsin","2018","7.2","",
"55","Wisconsin","2019","7.0","",
"55","Wisconsin","2020","6.5","",
"56","Wyoming","2011","6.3","",
"56","Wyoming","2012","7.0","",
"56","Wyoming","2013","5.1","",
"56","Wyoming","2014","7.2","",
"56","Wyoming","2015","7.4","",
"56","Wyoming","2016","6.6","",
"56","Wyoming","2017","6.8","",
"56","Wyoming","2018","4.9","",
"56","Wyoming","2019","6.0","",
"56","Wyoming","2020","6.7","",
"72","Puerto Rico","2011","No Data","Unstable",
"72","Puerto Rico","2012","No Data","Unstable",
"72","Puerto Rico","2013","No Data","Unstable",
"72","Puerto Rico","2014","No Data","Unstable",
"72","Puerto Rico","2015","No Data","Unstable",
"72","Puerto Rico","2016","No Data","Unstable",
"72","Puerto Rico","2017","No Data","Unstable",
"72","Puerto Rico","2018","No Data","Unstable",
"72","Puerto Rico","2019","No Data","Unstable",
"72","Puerto Rico","2020","No Data","Unstable",
